0
(500.74013991881577+7.399792695699952e-15j)
(500.8214659540387+2.4379718134229936e-14j)
(500.9009322138274+6.320319458889668e-15j)
(500.9785743975393-6.082691192168408e-15j)
(501.05442780158654-1.904715140161125e-14j)
(501.1285273189921-5.2281223212814515e-14j)
(501.20090743914585-2.894471677783141e-14j)
(501.2716022477458+1.8363989845368843e-14j)
(501.34064542692806+1.3940302382503347e-14j)
(501.4080702555711-3.482242347548331e-15j)
(501.4739096097696+3.664404300723121e-14j)
(501.5381959634693-9.785726096575435e-15j)
(501.60096138926025-2.9688938676951663e-15j)
(501.6622375593149+9.167873174261075e-15j)
(501.7220557464705-4.2816540198001284e-14j)
(501.78044682544396-2.241598163667823e-14j)
(501.83744127417685+3.70741759142966e-14j)
(501.8930691753005+6.85549918281793e-15j)
(501.94736021771695-6.604186402682653e-15j)
(502.0003436982879-4.966580506109553e-15j)
(502.05204852362607+4.249181468196205e-15j)
(502.102503211984-2.6856738176759037e-14j)
(502.15173589523147-1.488321045041219e-14j)
(502.1997743209176-4.6297889435846386e-14j)
(502.24664585441184-2.548687825500054e-14j)
(502.2923774811177-2.785560069913361e-14j)
(502.3369958087542-9.039478283102517e-15j)
(502.38052706969756-2.2484513319793616e-14j)
(502.4229971233816-3.2170794910503654e-14j)
(502.46443145874866+2.5327993036558956e-16j)
(502.5048551967471-8.959424586039723e-15j)
(502.5442930928716-3.7760319276757776e-14j)
(502.58276953973854-3.690271163421816e-14j)
(502.6203085696974-3.175686839434487e-14j)
(502.6569338574667-2.310943450320016e-15j)
(502.6926687227976+1.1571197661642333e-14j)
(502.7275361331543+5.401027141096043e-14j)
(502.7615587064141-2.077829889415904e-14j)
(502.79475871357766+1.8590482065109393e-14j)
(502.8271580814885-2.4910908675788035e-15j)
(502.8587783955587+4.438101055566225e-15j)
(502.88964090249834-1.2760829595158483e-14j)
(502.9197665130406-1.153469293545465e-14j)
(502.94917580466733+2.504963697733432e-14j)
(502.9778890243262+4.8947691573434216e-15j)
(503.0059260911379+6.782190133398765e-15j)
(503.0333065990961-1.0213470811086173e-14j)
(503.0600498197485+8.716874328000616e-16j)
(503.08617470486655-1.3581084124155031e-14j)
(503.1116998890952-1.994371283473039e-14j)
(503.1366436925837-3.718560002865626e-14j)
(503.16102412359635-5.478669429928675e-15j)
(503.1848588810981+1.3670275600760166e-14j)
(503.2081653573197+3.850470222386893e-15j)
(503.23096064029414+1.490167000906206e-14j)
(503.25326151636966-2.1773149257547033e-14j)
(503.2750844726938+2.2960025802417858e-14j)
(503.2964456996702+1.6991950858201363e-15j)
(503.31736109338703-1.0704509225952166e-15j)
(503.33784625801513+5.701422051924765e-15j)
(503.3579165081786-3.902960256480931e-14j)
(503.37758687129366+1.1995588467610023e-14j)
(503.39687208987743+1.6296220855355316e-14j)
(503.4157866238298+1.311625965679295e-14j)
(503.43434465268075-7.413693572867053e-15j)
(503.4525600778118+1.5752480253462022e-14j)
(503.4704465246468-1.8212340928733416e-14j)
(503.48801734481157+3.6468838930307846e-15j)
(503.5052856182694+6.6951459575877295e-15j)
(503.52226415542475+5.462354749360495e-15j)
(503.5389654992014+6.198522785963273e-15j)
(503.5554019270946+1.911429932742787e-15j)
(503.571585453196+7.392791010591649e-15j)
(503.58752783019617+9.956339575906999e-15j)
(503.6032405513619-1.9072256379611617e-14j)
(503.6187348524912-4.160480829657952e-15j)
(503.63402171384837-1.4206670150554513e-14j)
(503.64911186207655-2.106408503224694e-14j)
(503.664015772094+1.4027546302960962e-14j)
(503.67874366897047-5.178956265926017e-15j)
(503.6933055297911-3.3865699677061187e-14j)
(503.70771108550065-1.0948782871199537e-14j)
