0
(514.586560143823+3.510928903597098e-16j)
(514.5845899198741-3.9373534224162983e-16j)
(514.5826557013596-5.488044365310279e-16j)
(514.5807572474358+1.1988962785307097e-16j)
(514.5788941730633+6.015196798605328e-16j)
(514.5770659486608-1.520164805890598e-16j)
(514.5752718998983+3.3650467615832617e-16j)
(514.573511207624-2.479599384023543e-17j)
(514.571782907932-2.9394087297540854e-16j)
(514.570085892367+4.930790431264536e-16j)
(514.5684189082702-2.158360631032122e-16j)
(514.5667805592633-7.384552674563651e-16j)
(514.5651693058744-6.090568288276091e-17j)
(514.5635834663037+4.571885853924901e-16j)
(514.5620212173296-1.41923260414333e-16j)
(514.5604805953569+4.662294887938472e-16j)
(514.5589594976024-2.872894701725476e-16j)
(514.5574556834246-4.0947339979798757e-16j)
(514.5559667757894+3.474417149158773e-16j)
(514.554490262876-5.932110246640399e-17j)
(514.5530234998222-6.189771010233555e-16j)
(514.551563710604-2.742648058084065e-16j)
(514.5501079900538+1.766393850193847e-16j)
(514.548653306012-7.814569896729046e-17j)
(514.5471965016148+4.823475721416341e-16j)
(514.5457342977088-1.192942400770796e-17j)
(514.5442632954015-3.833444458688456e-16j)
(514.5427799787371+1.7299394140334345e-16j)
(514.5412807175006-6.416386565704206e-16j)
(514.5397617701443-8.195095735887167e-16j)
(514.538219286841+2.692726179312406e-16j)
(514.5366493126512+6.340954748554205e-16j)
(514.535047790815-6.988093257535039e-18j)
(514.5334105661528+1.7594336377502796e-16j)
(514.5317333885826-1.1388176451981952e-16j)
(514.5300119167438-5.046208972408615e-16j)
(514.5282417217296+7.414695375379104e-17j)
(514.5264182909242-5.984833181608185e-16j)
(514.5245370319354-7.922786665576607e-16j)
(514.5225932766293-5.425487873337667e-16j)
(514.5205822852564+7.57803063247707e-17j)
(514.5184992506672-2.808030850619172e-16j)
(514.5163393026149+4.482195515393849e-16j)
(514.5140975121428-5.685929102377468e-18j)
(514.5117688960457-5.8977925816207925e-16j)
(514.5093484214116+2.8421778908917747e-16j)
(514.5068310102316-5.659311766091981e-16j)
(514.5042115440756-7.465090949477635e-16j)
(514.5014848688342-3.8790211007970556e-17j)
(514.4986457995163+2.3398020156051224e-16j)
(514.4956891251005-1.3673730813437156e-16j)
(514.4926096134383+6.052753837197677e-16j)
(514.4894020162014+4.841332031123514e-17j)
(514.4860610738695-2.0279878113032902e-16j)
(514.4825815207545+2.6085723751031704e-16j)
(514.4789580900556-2.8879807299876513e-16j)
(514.4751855189438-3.974879250676297e-16j)
(514.4712585536633-5.3141433759231065e-17j)
(514.4671719546564+7.574550853258765e-16j)
(514.4629205016959-1.3523122233145196e-16j)
(514.4584989990278+7.9748457471334605e-16j)
(514.4539022805177-1.1116358932120564e-16j)
(514.4491252147893+2.4621123008783255e-16j)
(514.4441627103657+5.120613316418707e-16j)
(514.4390097207895+3.106917227268166e-17j)
(514.4336612497326-3.551746167415968e-16j)
(514.428112356079+1.5486361785683788e-16j)
(514.4223581589879+8.454440503957811e-16j)
(514.4163938429172+6.832537861274948e-17j)
(514.4102146626179+8.005596223115811e-16j)
(514.4038159480831+1.8755434760327552e-16j)
(514.3971931094519-2.9011340904140435e-16j)
(514.3903416418633+3.5658887923400773e-16j)
(514.3832571302544-2.6150885371275585e-16j)
(514.3759352540969-4.0844825283087437e-16j)
(514.36837179207+1.1089341101933267e-16j)
(514.3605626266642+6.862029694725066e-16j)
(514.352503748709-2.8875751939919124e-16j)
(514.3441912618227+6.060111645447672e-16j)
(514.3356213867808+8.071112309821143e-18j)
(514.3267904657929-4.774593106833227e-16j)
(514.3176949666919-8.152886083482054e-17j)
(514.3083314870237-6.736503953267907e-16j)
(514.2986967580391-6.142181775758752e-16j)
(514.2887876485809-3.6432950866638847e-16j)
(514.2786011688592+3.672654724637966e-16j)
(514.2681344741196-1.3955872394751586e-16j)
(514.2573848681917+3.51241289412643e-16j)
(514.2463498069195-6.818874219024318e-16j)
(514.2350269014674-5.702262503670309e-16j)
(514.2234139215003-8.532305911019494e-17j)
(514.211508798232-2.2214479519281656e-16j)
(514.1993096273428-6.600339684123809e-16j)
(514.1868146717554-1.648905462526416e-16j)
(514.1740223642788+4.903062789966564e-16j)
(514.1609313101019-3.444052553194215e-16j)
(514.1475402891465+4.2161877983398665e-16j)
(514.1338482582712+3.435320119545347e-17j)
(514.1198543533247-1.6435728945077311e-16j)
(514.1055578910465+3.816690691794763e-16j)
(514.0909583708119-3.502237208224864e-16j)
(514.0760554762219-4.63320128154325e-16j)
(514.0608490765321+1.6320681746153085e-16j)
